127.0.0.1 - - [10/May/2017:11:16:42 +0200] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [10/May/2017:14:36:34 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:36:55 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [10/May/2017:14:36:55 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:36:55 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:36:55 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:36:55 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3080
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1610
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 200 7857994
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 206 561
127.0.0.1 - - [10/May/2017:14:40:06 +0200] "GET /webapp/aboutpage/Big-Apple.webm HTTP/1.1" 206 6293322
127.0.0.1 - - [10/May/2017:14:41:11 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3445
127.0.0.1 - - [10/May/2017:14:41:11 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:41:11 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:41:11 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:41:12 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:42:59 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3445
127.0.0.1 - - [10/May/2017:14:43:00 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:43:00 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1659
127.0.0.1 - - [10/May/2017:14:43:00 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:43:00 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:44:50 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3475
127.0.0.1 - - [10/May/2017:14:44:50 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1725
127.0.0.1 - - [10/May/2017:14:44:50 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:44:50 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:44:50 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:45:25 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3475
127.0.0.1 - - [10/May/2017:14:45:25 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1765
127.0.0.1 - - [10/May/2017:14:45:25 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:45:25 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:45:25 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:45:46 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3475
127.0.0.1 - - [10/May/2017:14:45:46 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:45:46 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1741
127.0.0.1 - - [10/May/2017:14:45:46 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:45:47 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:46:25 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3475
127.0.0.1 - - [10/May/2017:14:46:25 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1780
127.0.0.1 - - [10/May/2017:14:46:25 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:46:25 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:46:25 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:46:45 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3475
127.0.0.1 - - [10/May/2017:14:46:45 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1786
127.0.0.1 - - [10/May/2017:14:46:45 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:46:45 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:46:45 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:47:25 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3336
127.0.0.1 - - [10/May/2017:14:47:25 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:47:26 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:47:26 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:47:26 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:47:47 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3336
127.0.0.1 - - [10/May/2017:14:47:47 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1830
127.0.0.1 - - [10/May/2017:14:47:47 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:47:47 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:47:47 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:48:09 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3336
127.0.0.1 - - [10/May/2017:14:48:09 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1850
127.0.0.1 - - [10/May/2017:14:48:09 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:48:09 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:48:09 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:50:05 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3345
127.0.0.1 - - [10/May/2017:14:50:05 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:50:05 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:50:05 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:50:05 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:50:05 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:50:33 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3345
127.0.0.1 - - [10/May/2017:14:50:33 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:50:33 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:50:33 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:50:33 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:50:33 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:51:00 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3345
127.0.0.1 - - [10/May/2017:14:51:01 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:51:01 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:51:01 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:51:01 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:51:01 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:54:04 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3360
127.0.0.1 - - [10/May/2017:14:54:04 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:54:04 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:54:04 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:54:04 +0200] "GET /webapp/aboutpage/videojs.js HTTP/1.1" 404 1108
127.0.0.1 - - [10/May/2017:14:54:04 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [10/May/2017:14:54:55 +0200] "GET /webapp/indexpage/index.jsp HTTP/1.1" 200 6930
127.0.0.1 - - [10/May/2017:14:54:55 +0200] "GET /webapp/indexpage/indexscript.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:14:54:55 +0200] "GET /webapp/indexpage/indexstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:02:59 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2994
127.0.0.1 - - [10/May/2017:15:02:59 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:02:59 +0200] "GET /webapp/kontaktpage/aboutcss.css HTTP/1.1" 404 1112
127.0.0.1 - - [10/May/2017:15:02:59 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:03:00 +0200] "GET /webapp/kontaktpage/Big-Apple.webm HTTP/1.1" 404 1114
127.0.0.1 - - [10/May/2017:15:03:00 +0200] "GET /webapp/kontaktpage/Big-Apple.mp4 HTTP/1.1" 404 1113
127.0.0.1 - - [10/May/2017:15:03:00 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2998
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 200 1850
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /webapp/kontaktpage/Big-Apple.webm HTTP/1.1" 404 1114
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /webapp/kontaktpage/Big-Apple.mp4 HTTP/1.1" 404 1113
127.0.0.1 - - [10/May/2017:15:03:27 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:04:28 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3012
127.0.0.1 - - [10/May/2017:15:04:28 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:04:28 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:29 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:04:29 +0200] "GET /video/Big-Apple.webm HTTP/1.1" 404 1101
127.0.0.1 - - [10/May/2017:15:04:29 +0200] "GET /video/Big-Apple.mp4 HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:15:04:30 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3012
127.0.0.1 - - [10/May/2017:15:04:30 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:30 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:04:30 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:30 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /video/Big-Apple.webm HTTP/1.1" 404 1101
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /video/Big-Apple.mp4 HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3012
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /video/Big-Apple.webm HTTP/1.1" 404 1101
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /video/Big-Apple.mp4 HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3012
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /video/Big-Apple.webm HTTP/1.1" 404 1101
127.0.0.1 - - [10/May/2017:15:04:31 +0200] "GET /video/Big-Apple.mp4 HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:15:04:38 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3012
127.0.0.1 - - [10/May/2017:15:04:38 +0200] "GET /video/Big-Apple.webm HTTP/1.1" 404 1101
127.0.0.1 - - [10/May/2017:15:04:38 +0200] "GET /video/Big-Apple.mp4 HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:15:04:38 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:04:49 +0200] "GET /video/Big-Apple.mp4 HTTP/1.1" 404 1100
127.0.0.1 - - [10/May/2017:15:04:49 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:04:49 +0200] "GET /video/Big-Apple.webm HTTP/1.1" 404 1101
127.0.0.1 - - [10/May/2017:15:04:49 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3010
127.0.0.1 - - [10/May/2017:15:04:49 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:04:50 +0200] "GET /webapp/kontaktpage/video/Big-Apple.webm HTTP/1.1" 404 1120
127.0.0.1 - - [10/May/2017:15:04:50 +0200] "GET /webapp/kontaktpage/video/Big-Apple.mp4 HTTP/1.1" 404 1119
127.0.0.1 - - [10/May/2017:15:04:50 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:05:04 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:05:04 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:05:04 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:05:04 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3016
127.0.0.1 - - [10/May/2017:15:05:04 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 200 7857994
127.0.0.1 - - [10/May/2017:15:05:05 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 561
127.0.0.1 - - [10/May/2017:15:05:05 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 1435691
127.0.0.1 - - [10/May/2017:15:05:05 +0200] "GET /webapp/video/Big-Apple.mp4 HTTP/1.1" 200 9499187
127.0.0.1 - - [10/May/2017:15:06:14 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3016
127.0.0.1 - - [10/May/2017:15:06:14 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:06:14 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:06:14 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:06:14 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 200 7857994
127.0.0.1 - - [10/May/2017:15:06:14 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 561
127.0.0.1 - - [10/May/2017:15:06:15 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 5998410
127.0.0.1 - - [10/May/2017:15:06:15 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 3016
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 200 1850
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:06:32 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 7857994
127.0.0.1 - - [10/May/2017:15:06:51 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2758
127.0.0.1 - - [10/May/2017:15:06:51 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:06:51 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:06:51 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:06:51 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:06:51 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:07:22 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2758
127.0.0.1 - - [10/May/2017:15:07:22 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 200 1640
127.0.0.1 - - [10/May/2017:15:07:22 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:07:22 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:07:22 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:07:22 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:02 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2718
127.0.0.1 - - [10/May/2017:15:08:02 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 200 1610
127.0.0.1 - - [10/May/2017:15:08:02 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:02 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:02 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:02 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:25 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2718
127.0.0.1 - - [10/May/2017:15:08:26 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:08:26 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:26 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:26 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:26 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:47 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2728
127.0.0.1 - - [10/May/2017:15:08:48 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:08:48 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:48 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:48 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:48 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:55 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2733
127.0.0.1 - - [10/May/2017:15:08:55 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:08:55 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:55 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:08:55 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:08:56 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:09:13 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2741
127.0.0.1 - - [10/May/2017:15:09:13 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:09:13 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:09:13 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:09:13 +0200] "GET /webapp/kontaktpage/videojs.js HTTP/1.1" 404 1110
127.0.0.1 - - [10/May/2017:15:09:13 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [10/May/2017:15:10:17 +0200] "GET /webapp/loginform/login.jsp HTTP/1.1" 200 3809
127.0.0.1 - - [10/May/2017:15:10:17 +0200] "GET /webapp/loginform/logscr.js HTTP/1.1" 200 483
127.0.0.1 - - [10/May/2017:15:10:17 +0200] "GET /webapp/loginform/logincss.css HTTP/1.1" 200 4922
127.0.0.1 - - [10/May/2017:15:17:56 +0200] "GET /webapp/loginform/login.jsp HTTP/1.1" 200 3809
127.0.0.1 - - [10/May/2017:15:17:56 +0200] "GET /webapp/loginform/logincss.css HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:17:56 +0200] "GET /webapp/loginform/logscr.js HTTP/1.1" 304 -
127.0.0.1 - - [10/May/2017:15:22:34 +0200] "GET /webapp/kontaktpage/kontakt.jsp HTTP/1.1" 200 2696
127.0.0.1 - - [10/May/2017:15:22:34 +0200] "GET /webapp/kontaktpage/kontaktstyle.css HTTP/1.1" 304 -
